Row ID,Ship Mode,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
594,Standard Class,Laredo,Texas,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.75
595,Standard Class,San Diego,California,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0,22.0748
596,Standard Class,San Diego,California,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913
597,Standard Class,San Diego,California,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.745
598,Standard Class,San Diego,California,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,91.7728
599,First Class,Philadelphia,Pennsylvania,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,0.2,1.0178
600,Standard Class,Philadelphia,Pennsylvania,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3,0.4,-28.7964
601,Standard Class,Philadelphia,Pennsylvania,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4,0.4,-115.3544
602,Standard Class,Philadelphia,Pennsylvania,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2,0.73
603,Standard Class,Tampa,Florida,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847
604,Standard Class,Tampa,Florida,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
605,Standard Class,Tampa,Florida,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7,-5.5338
606,Standard Class,Tampa,Florida,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,4,0.7,-31.6712
607,Standard Class,Tampa,Florida,Office Supplies,Paper,Xerox 1889,131.904,3,0.2,47.8152
608,Standard Class,Philadelphia,Pennsylvania,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7,-2.6256
609,Standard Class,Philadelphia,Pennsylvania,Office Supplies,Art,Newell 317,21.168,9,0.2,2.3814
610,Standard Class,Philadelphia,Pennsylvania,Technology,Phones,Motorola L804,55.188,2,0.4,-10.1178
611,First Class,Dallas,Texas,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.5773
612,First Class,Dallas,Texas,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956
613,Second Class,Philadelphia,Pennsylvania,Office Supplies,Paper,Xerox 1972,8.448,2,0.2,2.64
614,Second Class,Philadelphia,Pennsylvania,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9,0.4,-157.9383
615,Second Class,Grove City,Ohio,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,0.4,15.992
616,Second Class,Grove City,Ohio,Office Supplies,Binders,Prestige Round Ring Binders,3.648,2,0.7,-2.7968
617,Second Class,New York City,New York,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0,15.7872
618,Second Class,New York City,New York,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814
619,Second Class,New York City,New York,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9,0.2,33.57
620,Second Class,New York City,New York,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,1,0,10.9939
621,Second Class,New York City,New York,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.02,3,0,27.2862
622,Standard Class,Chicago,Illinois,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.69,5,0.8,-14.773
623,Standard Class,Dearborn,Michigan,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0,87.5684
624,Standard Class,Dearborn,Michigan,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901
625,Standard Class,Dearborn,Michigan,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4,0,130.87
626,Standard Class,Dearborn,Michigan,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9,0,46.9278
627,Standard Class,New York City,New York,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0,12.0904
628,Standard Class,Seattle,Washington,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0,28.1764
629,Standard Class,San Francisco,California,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5,0.2,5.1435
630,Standard Class,San Francisco,California,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,3,0,6.0858
631,Second Class,Aurora,Colorado,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.7191
632,Second Class,Aurora,Colorado,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95
633,Second Class,Aurora,Colorado,Technology,Phones,Jabra SPEAK 410,300.768,4,0.2,30.0768
634,Second Class,Miami,Florida,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585
635,Second Class,Miami,Florida,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,3,0.2,85.5297
636,Second Class,Warner Robins,Georgia,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,43.2234
637,Standard Class,Aurora,Colorado,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.882,3,0.7,-13.8468
638,Standard Class,Aurora,Colorado,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,3,0.2,12.2328
639,Standard Class,Vallejo,California,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,272.792
640,Standard Class,Vallejo,California,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4,0.2,5.0128
641,Standard Class,Minneapolis,Minnesota,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
642,Second Class,Mission Viejo,California,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0,85.904
643,Second Class,Mission Viejo,California,Office Supplies,Labels,Avery 480,26.25,7,0,12.6
644,Standard Class,Rochester Hills,Michigan,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332
645,Standard Class,Plainfield,New Jersey,Office Supplies,Paper,Xerox 1993,6.48,1,0,3.1752
646,Standard Class,Columbus,Indiana,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0,56.511
647,Standard Class,Sierra Vista,Arizona,Office Supplies,Fasteners,Staples,31.56,5,0.2,9.8625
648,Standard Class,Sierra Vista,Arizona,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,30.144,2,0.2,3.0144
649,Second Class,Vancouver,Washington,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,6.068
650,Second Class,Vancouver,Washington,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782
651,Second Class,Vancouver,Washington,Technology,Accessories,First Data FD10 PIN Pad,316,4,0,31.6
652,Standard Class,New York City,New York,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379.4,10,0,178.318
653,Standard Class,New York City,New York,Office Supplies,Paper,Xerox 1943,97.82,2,0,45.9754
654,Standard Class,New York City,New York,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,103.12,8,0,10.312
655,Standard Class,Columbus,Ohio,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,0.2,8.5164
656,Standard Class,Columbus,Ohio,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,0.7,-2.6544
657,Standard Class,Columbus,Ohio,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,0.2,45.3222
658,Same Day,Aurora,Illinois,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.372,2,0.3,-50.098
659,Same Day,Aurora,Illinois,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,2.308,2,0.8,-3.462
660,Standard Class,Arlington,Texas,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929
661,Standard Class,Arlington,Texas,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765
662,Standard Class,Arlington,Texas,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295
663,Standard Class,Arlington,Texas,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.8,-4.2222
664,Standard Class,New York City,New York,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",459.95,5,0,18.398
665,Same Day,Louisville,Kentucky,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",10.74,3,0,5.2626
666,Second Class,Dallas,Texas,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,23.76,3,0.2,2.079
667,Second Class,Dallas,Texas,Office Supplies,Paper,Easy-staple paper,85.056,3,0.2,28.7064
668,Second Class,Dallas,Texas,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,381.576,3,0.2,28.6182
669,First Class,Cleveland,Ohio,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285
670,Standard Class,Chicago,Illinois,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856
671,Standard Class,Chicago,Illinois,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,0.5,-71.8905
672,Standard Class,Chicago,Illinois,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",36.352,8,0.2,11.36
673,Standard Class,Quincy,Illinois,Office Supplies,Art,Newell 331,19.56,5,0.2,1.7115
674,First Class,Columbus,Indiana,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888
675,First Class,Columbus,Indiana,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9,5,0,17.505
676,First Class,Columbus,Indiana,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0,40.7499
677,Standard Class,Tyler,Texas,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.688,3,0.8,-7.392
678,Standard Class,Tyler,Texas,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.816,3,0.2,4.5201
679,Standard Class,Tyler,Texas,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.524,3,0.6,-41.262
680,Standard Class,Tyler,Texas,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395
681,Standard Class,New York City,New York,Office Supplies,Binders,Avery Hanging File Binders,14.352,3,0.2,4.6644
682,Standard Class,New York City,New York,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,2,0,2.5984
683,Standard Class,New York City,New York,Office Supplies,Storage,Advantus Rolling Storage Box,68.6,4,0,18.522
684,Same Day,Burlington,North Carolina,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904
685,Same Day,Burlington,North Carolina,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,2,0.2,14.651
686,First Class,Jackson,Mississippi,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,0,163.1898
687,First Class,Jackson,Mississippi,Office Supplies,Labels,Avery 516,14.62,2,0,6.8714
688,First Class,Jackson,Mississippi,Office Supplies,Paper,Xerox 1995,19.44,3,0,9.3312
689,Standard Class,New York City,New York,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.984,2,0.2,4.7996
690,Second Class,Waynesboro,Virginia,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,14.5614
691,Second Class,Waynesboro,Virginia,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1,0,74.0532
692,Second Class,Waynesboro,Virginia,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.84,3,0,10.3152
693,Standard Class,Los Angeles,California,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936
694,Standard Class,Los Angeles,California,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032
695,First Class,Chester,Pennsylvania,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,0.2,17.3488
696,First Class,Chester,Pennsylvania,Office Supplies,Labels,Avery 490,47.36,4,0.2,17.76
697,First Class,Chester,Pennsylvania,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075
698,First Class,Chester,Pennsylvania,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.696,4,0.2,31.7512
699,First Class,Chester,Pennsylvania,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.696,1,0.2,0.8088
700,First Class,Chester,Pennsylvania,Office Supplies,Binders,GBC Linen Binding Covers,18.588,2,0.7,-13.6312
701,First Class,Chester,Pennsylvania,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272
702,Standard Class,Cleveland,Ohio,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.072,3,0.2,4.1448
703,Second Class,Seattle,Washington,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,0,35.6796
704,Standard Class,Long Beach,California,Furniture,Tables,Laminate Occasional Tables,369.912,3,0.2,-13.8717
705,Standard Class,Cary,North Carolina,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288
706,Standard Class,Cary,North Carolina,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,5,0.2,18.7695
707,Standard Class,Cary,North Carolina,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.216,1,0.2,2.2824
708,First Class,New York City,New York,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,4,0,52.7824
709,First Class,New York City,New York,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,0.2,-110.49
710,First Class,New York City,New York,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,8,0.2,15.768
711,First Class,New York City,New York,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304
712,Standard Class,Palm Coast,Florida,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448,4,0.2,8.8624
713,Standard Class,Mount Vernon,New York,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,6,0,109.7226
714,Standard Class,Mount Vernon,New York,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142
715,Standard Class,Mount Vernon,New York,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,3,0,113.9886
716,Second Class,Seattle,Washington,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,5,0.2,6.972
717,First Class,Dover,Delaware,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0,3.0814
718,Standard Class,Newark,Ohio,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.056,3,0.2,24.4758
719,Standard Class,Orem,Utah,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.808,3,0.2,19.4376
720,Standard Class,Orem,Utah,Furniture,Furnishings,Aluminum Document Frame,73.32,6,0,21.996
721,Standard Class,Los Angeles,California,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0,73.41
722,Standard Class,Detroit,Michigan,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,3,0,231.4116
723,Standard Class,Detroit,Michigan,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0,80.0199
724,Standard Class,Philadelphia,Pennsylvania,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,0.2,21.112
725,Standard Class,Hialeah,Florida,Office Supplies,Supplies,Acme Softgrip Scissors,45.584,7,0.2,5.1282
726,Standard Class,Austin,Texas,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.568,2,0.2,6.3684
727,Standard Class,Austin,Texas,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.992,1,0.2,5.5992
728,First Class,Oceanside,New York,Office Supplies,Paper,Xerox 1964,182.72,8,0,84.0512
729,First Class,Oceanside,New York,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.032,2,0.4,-153.3456
730,First Class,Oceanside,New York,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,3,0,10.089
731,First Class,Oceanside,New York,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.646,3,0.1,102.4998
732,First Class,Oceanside,New York,Office Supplies,Labels,Avery 520,6.3,2,0,3.024
733,Standard Class,Seattle,Washington,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0,9.7176
734,Standard Class,Seattle,Washington,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,3,0,86.3856
735,Standard Class,Seattle,Washington,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.696,6,0.2,33.6474
736,Standard Class,Seattle,Washington,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.936,4,0.2,9.4284
737,Standard Class,Seattle,Washington,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,1,0,18.6956
738,Standard Class,Seattle,Washington,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,5,0.2,6.552
739,Standard Class,San Francisco,California,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,2,0,8.4966
740,Standard Class,Naperville,Illinois,Office Supplies,Labels,Avery 508,11.784,3,0.2,4.2717
741,Standard Class,Naperville,Illinois,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.736,3,0.2,-64.7748
742,Standard Class,Naperville,Illinois,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3.54,2,0.8,-5.487
743,Standard Class,Dallas,Texas,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,0.2,-10.948
744,Standard Class,Dallas,Texas,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,1,0.2,1.1466
745,Standard Class,Dallas,Texas,Office Supplies,Paper,Xerox 196,4.624,1,0.2,1.6762
746,Standard Class,Dallas,Texas,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168,4,0.2,6.2064
747,Same Day,San Diego,California,Furniture,Tables,KI Conference Tables,567.12,10,0.2,-28.356
748,Same Day,San Diego,California,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,4,0,7.1864
749,Second Class,Evanston,Illinois,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.992,1,0.2,0.8994
750,Standard Class,Trenton,Michigan,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0,26.703
751,Standard Class,Trenton,Michigan,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,11,0,56.7864
752,Standard Class,Trenton,Michigan,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98,7,0,22.792
753,Standard Class,Trenton,Michigan,Office Supplies,Binders,Avery Durable Binders,2.88,1,0,1.4112
754,First Class,San Francisco,California,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.976,3,0.2,374.9925
755,Standard Class,Los Angeles,California,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,0,28.7712
756,Standard Class,Jacksonville,Florida,Furniture,Tables,Chromcraft Round Conference Tables,383.438,4,0.45,-167.3184
757,Standard Class,Cottage Grove,Minnesota,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,0,6.8768
758,Standard Class,Cottage Grove,Minnesota,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,4,0,47.92
759,Standard Class,New York City,New York,Office Supplies,Binders,Angle-D Ring Binders,13.128,3,0.2,4.2666
760,Standard Class,Green Bay,Wisconsin,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,4,0,10.224
761,Standard Class,Los Angeles,California,Office Supplies,Paper,Xerox 226,58.32,9,0,27.9936
762,Standard Class,Atlanta,Georgia,Office Supplies,Labels,Avery 476,12.39,3,0,5.6994
763,Standard Class,Columbus,Ohio,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.982,3,0.4,-26.9955
764,Second Class,Bossier City,Louisiana,Office Supplies,Envelopes,Staple envelope,11.36,2,0,5.3392
765,Second Class,Bossier City,Louisiana,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,3,0,25.47
766,Second Class,Bossier City,Louisiana,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,6,0,258.696
767,Second Class,Bossier City,Louisiana,Office Supplies,Binders,3-ring staple pack,5.64,3,0,2.7072
768,Second Class,Bossier City,Louisiana,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,6,0,34.3548
769,Standard Class,Saint Petersburg,Florida,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
770,Standard Class,Arlington,Virginia,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0,179.7488
771,Standard Class,Des Moines,Iowa,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28,2,0,9.14
772,Standard Class,Des Moines,Iowa,Technology,Phones,AT&T 841000 Phone,207,3,0,51.75
773,Standard Class,Des Moines,Iowa,Office Supplies,Binders,GBC Instant Report Kit,32.35,5,0,16.175
774,Standard Class,Des Moines,Iowa,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71,1,0,3.4695
775,Standard Class,Des Moines,Iowa,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.3,2,0,10.881
776,Standard Class,Des Moines,Iowa,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58,7,0,14.5236
777,Standard Class,Cincinnati,Ohio,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",32.76,7,0.2,3.6855
778,First Class,San Francisco,California,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
779,First Class,San Francisco,California,Office Supplies,Paper,Xerox 191,59.94,3,0,28.1718
780,First Class,San Francisco,California,Office Supplies,Paper,Xerox 1974,23.92,4,0,11.7208
781,First Class,San Francisco,California,Office Supplies,Paper,Xerox 1927,4.28,1,0,1.926
782,Second Class,Columbus,Ohio,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,32.07,5,0.7,-22.449
783,Second Class,Columbus,Ohio,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24,2,0.2,-2.7
784,Second Class,Columbus,Ohio,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",35.49,1,0.5,-15.6156
785,Second Class,Columbus,Ohio,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,47.984,2,0.2,0.5998
786,Standard Class,Columbia,South Carolina,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0,87.7443
787,Second Class,Lancaster,California,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,2,0.2,5.8914
788,Standard Class,Lancaster,California,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",348.928,2,0.2,34.8928
789,Standard Class,Richmond,Virginia,Office Supplies,Binders,GBC VeloBinder Manual Binding System,143.96,4,0,69.1008
790,Standard Class,Richmond,Virginia,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15.42,1,0,4.1634
791,Standard Class,Richmond,Virginia,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43.04,8,0,21.0896
792,Standard Class,Richmond,Virginia,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,332.94,3,0,79.9056
793,Same Day,Asheville,North Carolina,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
794,Standard Class,San Francisco,California,Office Supplies,Labels,Avery 499,9.96,2,0,4.5816
795,Standard Class,San Francisco,California,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72,4,0,10.6428
796,Standard Class,Rochester,Minnesota,Office Supplies,Binders,Avery Durable Binders,20.16,7,0,9.8784
797,First Class,Rochester,New York,Office Supplies,Paper,Xerox 1887,132.79,7,0,63.7392
798,First Class,Rochester,New York,Office Supplies,Paper,Xerox 1967,12.96,2,0,6.2208
799,First Class,Rochester,New York,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,21.56,7,0,10.3488
800,Standard Class,Lake Elsinore,California,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.745
801,First Class,San Diego,California,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",22.23,1,0,7.3359
802,First Class,San Diego,California,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,215.968,2,0.2,18.8972
803,Second Class,New York City,New York,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,355.32,9,0,99.4896
804,Standard Class,Monroe,Louisiana,Office Supplies,Paper,Xerox 218,12.96,2,0,6.2208
805,First Class,San Francisco,California,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0,6.2152
806,Standard Class,Denver,Colorado,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,43.176,3,0.2,4.3176
807,Standard Class,Denver,Colorado,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,1983.968,4,0.2,247.996
808,First Class,Omaha,Nebraska,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,11.076
809,First Class,Omaha,Nebraska,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,149.97,3,0,50.9898
810,First Class,Edmonds,Washington,Office Supplies,Art,Newell 32,11.52,4,0,3.2256
811,First Class,Edmonds,Washington,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1298.55,5,0,311.652
812,First Class,Edmonds,Washington,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,213.92,4,0,62.0368
813,First Class,Edmonds,Washington,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,25.78,2,0,2.578
814,Same Day,Santa Ana,California,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",18.28,2,0,6.2152
